CHR_ID	CHR_POS	LINK	STUDY	Analyzed Phenotype	NHGRI Phenotype	Unnamed: 0	allelotype	phenotype	add_log_OR	add_p	add_se	gen_1_log_OR	gen_1_p	gen_1_se	gen_2_log_OR	gen_2_p	gen_2_se	aic_add	aic_gen	aic_diff	description	gene
6	29952555	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	8244	B_2705	HC151	-0.526533	0.016539605	0.122952	-0.5342799	0.020700232	0.1261521	-0.7651567	1	1.0009165	18528	18530	2	multiple sclerosis	HLA-B
6	29952555	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	12294	B_4402	HC151	-0.346325	0.000402752	0.067658	-0.349802	0.002147767	0.073467	-0.657335	1	0.317872	18573	18575	2	multiple sclerosis	HLA-B
6	29952555	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	30384	B_1801	HC151	0.4639538	2.32E-05	0.0819067	0.4393099	0.000616292	0.0873118	1.2694709	1	0.4126694	18536	18537	1	multiple sclerosis	HLA-B
6	29952555	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	36594	B_702	HC151	0.4286503	2.43E-17	0.0455979	0.3937289	9.91E-09	0.0568081	0.9485099	1.37E-10	0.1239035	18505	18506	1	multiple sclerosis	HLA-B
6	29737882	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	8244	B_2705	HC151	-0.526533	0.016539605	0.122952	-0.5342799	0.020700232	0.1261521	-0.7651567	1	1.0009165	18528	18530	2	multiple sclerosis	HLA-B
6	29737882	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	12294	B_4402	HC151	-0.346325	0.000402752	0.067658	-0.349802	0.002147767	0.073467	-0.657335	1	0.317872	18573	18575	2	multiple sclerosis	HLA-B
6	29737882	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	30384	B_1801	HC151	0.4639538	2.32E-05	0.0819067	0.4393099	0.000616292	0.0873118	1.2694709	1	0.4126694	18536	18537	1	multiple sclerosis	HLA-B
6	29737882	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	36594	B_702	HC151	0.4286503	2.43E-17	0.0455979	0.3937289	9.91E-09	0.0568081	0.9485099	1.37E-10	0.1239035	18505	18506	1	multiple sclerosis	HLA-B
6	32445768	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	9054	DRB1_401	HC151	-0.545918	1.76E-09	0.076119	-0.508695	4.18E-07	0.080085	-1.791448	1	0.578086	18064	18063	-1	multiple sclerosis	HLA-DRB1
6	32445768	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	13914	DRB1_1301	HC151	-0.453	0.014619696	0.105022	-0.441555	0.035608299	0.10789	-1.31501	1	0.995334	18577	18579	2	multiple sclerosis	HLA-DRB1
6	32445768	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	14184	DRB1_1303	HC151	0.622041	0.036849695	0.152676	0.63675	0.029944088	0.153789	-8.109132	1	115.316401	18624	18626	2	multiple sclerosis	HLA-DRB1
6	32445768	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	21744	DRB1_701	HC151	-0.301882	0.000371553	0.05879	-0.338688	0.000480073	0.066643	-0.380699	1	0.210969	18547	18548	1	multiple sclerosis	HLA-DRB1
6	32445768	www.ncbi.nlm.nih.gov/pubmed/22190364	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	multiple sclerosis	Multiple sclerosis	40104	DRB1_1501	HC151	0.916001	1.97E-106	0.040949	1.012646	6.92E-13	0.054621	1.675943	1.54E-12	0.105546	18106	18101	-5	multiple sclerosis	HLA-DRB1
6	32368410	www.ncbi.nlm.nih.gov/pubmed/18941528	"Identification of a novel risk locus for multiple sclerosis at 13q31.3 by a pooled genome-wide scan of 500,000 single nucleotide polymorphisms."	multiple sclerosis	Multiple sclerosis	9054	DRB1_401	HC151	-0.545918	1.76E-09	0.076119	-0.508695	4.18E-07	0.080085	-1.791448	1	0.578086	18064	18063	-1	multiple sclerosis	HLA-DRB1
6	32368410	www.ncbi.nlm.nih.gov/pubmed/18941528	"Identification of a novel risk locus for multiple sclerosis at 13q31.3 by a pooled genome-wide scan of 500,000 single nucleotide polymorphisms."	multiple sclerosis	Multiple sclerosis	13914	DRB1_1301	HC151	-0.453	0.014619696	0.105022	-0.441555	0.035608299	0.10789	-1.31501	1	0.995334	18577	18579	2	multiple sclerosis	HLA-DRB1
6	32368410	www.ncbi.nlm.nih.gov/pubmed/18941528	"Identification of a novel risk locus for multiple sclerosis at 13q31.3 by a pooled genome-wide scan of 500,000 single nucleotide polymorphisms."	multiple sclerosis	Multiple sclerosis	14184	DRB1_1303	HC151	0.622041	0.036849695	0.152676	0.63675	0.029944088	0.153789	-8.109132	1	115.316401	18624	18626	2	multiple sclerosis	HLA-DRB1
6	32368410	www.ncbi.nlm.nih.gov/pubmed/18941528	"Identification of a novel risk locus for multiple sclerosis at 13q31.3 by a pooled genome-wide scan of 500,000 single nucleotide polymorphisms."	multiple sclerosis	Multiple sclerosis	21744	DRB1_701	HC151	-0.301882	0.000371553	0.05879	-0.338688	0.000480073	0.066643	-0.380699	1	0.210969	18547	18548	1	multiple sclerosis	HLA-DRB1
6	32368410	www.ncbi.nlm.nih.gov/pubmed/18941528	"Identification of a novel risk locus for multiple sclerosis at 13q31.3 by a pooled genome-wide scan of 500,000 single nucleotide polymorphisms."	multiple sclerosis	Multiple sclerosis	40104	DRB1_1501	HC151	0.916001	1.97E-106	0.040949	1.012646	6.92E-13	0.054621	1.675943	1.54E-12	0.105546	18106	18101	-5	multiple sclerosis	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19525955	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	multiple sclerosis	Multiple sclerosis	9054	DRB1_401	HC151	-0.545918	1.76E-09	0.076119	-0.508695	4.18E-07	0.080085	-1.791448	1	0.578086	18064	18063	-1	multiple sclerosis	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19525955	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	multiple sclerosis	Multiple sclerosis	13914	DRB1_1301	HC151	-0.453	0.014619696	0.105022	-0.441555	0.035608299	0.10789	-1.31501	1	0.995334	18577	18579	2	multiple sclerosis	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19525955	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	multiple sclerosis	Multiple sclerosis	14184	DRB1_1303	HC151	0.622041	0.036849695	0.152676	0.63675	0.029944088	0.153789	-8.109132	1	115.316401	18624	18626	2	multiple sclerosis	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19525955	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	multiple sclerosis	Multiple sclerosis	21744	DRB1_701	HC151	-0.301882	0.000371553	0.05879	-0.338688	0.000480073	0.066643	-0.380699	1	0.210969	18547	18548	1	multiple sclerosis	HLA-DRB1
6	32619077	www.ncbi.nlm.nih.gov/pubmed/19525955	Genome-wide association study identifies new multiple sclerosis susceptibility loci on chromosomes 12 and 20.	multiple sclerosis	Multiple sclerosis	40104	DRB1_1501	HC151	0.916001	1.97E-106	0.040949	1.012646	6.92E-13	0.054621	1.675943	1.54E-12	0.105546	18106	18101	-5	multiple sclerosis	HLA-DRB1
6	32445274	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	9054	DRB1_401	HC151	-0.545918	1.76E-09	0.076119	-0.508695	4.18E-07	0.080085	-1.791448	1	0.578086	18064	18063	-1	multiple sclerosis	HLA-DRB1
6	32445274	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	13914	DRB1_1301	HC151	-0.453	0.014619696	0.105022	-0.441555	0.035608299	0.10789	-1.31501	1	0.995334	18577	18579	2	multiple sclerosis	HLA-DRB1
6	32445274	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	14184	DRB1_1303	HC151	0.622041	0.036849695	0.152676	0.63675	0.029944088	0.153789	-8.109132	1	115.316401	18624	18626	2	multiple sclerosis	HLA-DRB1
6	32445274	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	21744	DRB1_701	HC151	-0.301882	0.000371553	0.05879	-0.338688	0.000480073	0.066643	-0.380699	1	0.210969	18547	18548	1	multiple sclerosis	HLA-DRB1
6	32445274	www.ncbi.nlm.nih.gov/pubmed/19525953	"Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci."	multiple sclerosis	Multiple sclerosis	40104	DRB1_1501	HC151	0.916001	1.97E-106	0.040949	1.012646	6.92E-13	0.054621	1.675943	1.54E-12	0.105546	18106	18101	-5	multiple sclerosis	HLA-DRB1
6	32632598	www.ncbi.nlm.nih.gov/pubmed/27386562	Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.	multiple sclerosis	Multiple sclerosis	9054	DRB1_401	HC151	-0.545918	1.76E-09	0.076119	-0.508695	4.18E-07	0.080085	-1.791448	1	0.578086	18064	18063	-1	multiple sclerosis	HLA-DRB1
6	32632598	www.ncbi.nlm.nih.gov/pubmed/27386562	Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.	multiple sclerosis	Multiple sclerosis	13914	DRB1_1301	HC151	-0.453	0.014619696	0.105022	-0.441555	0.035608299	0.10789	-1.31501	1	0.995334	18577	18579	2	multiple sclerosis	HLA-DRB1
6	32632598	www.ncbi.nlm.nih.gov/pubmed/27386562	Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.	multiple sclerosis	Multiple sclerosis	14184	DRB1_1303	HC151	0.622041	0.036849695	0.152676	0.63675	0.029944088	0.153789	-8.109132	1	115.316401	18624	18626	2	multiple sclerosis	HLA-DRB1
6	32632598	www.ncbi.nlm.nih.gov/pubmed/27386562	Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.	multiple sclerosis	Multiple sclerosis	21744	DRB1_701	HC151	-0.301882	0.000371553	0.05879	-0.338688	0.000480073	0.066643	-0.380699	1	0.210969	18547	18548	1	multiple sclerosis	HLA-DRB1
6	32632598	www.ncbi.nlm.nih.gov/pubmed/27386562	Novel multiple sclerosis susceptibility loci implicated in epigenetic regulation.	multiple sclerosis	Multiple sclerosis	40104	DRB1_1501	HC151	0.916001	1.97E-106	0.040949	1.012646	6.92E-13	0.054621	1.675943	1.54E-12	0.105546	18106	18101	-5	multiple sclerosis	HLA-DRB1
6	32635230	www.ncbi.nlm.nih.gov/pubmed/20453840	Variants within the immunoregulatory CBLB gene are associated with multiple sclerosis.	multiple sclerosis	Multiple sclerosis	7704	DQB1_603	HC151	-0.4411656	0.022828126	0.1050481	-0.4294297	0.054412457	0.1079322	-1.2996739	1	0.9953909	18400	18401	1	multiple sclerosis	HLA-DQB1
6	32635230	www.ncbi.nlm.nih.gov/pubmed/20453840	Variants within the immunoregulatory CBLB gene are associated with multiple sclerosis.	multiple sclerosis	Multiple sclerosis	7974	DQB1_602	HC151	0.9041	2.51E-100	0.04161	0.9738	6.92E-13	0.05509	1.691	1.54E-12	0.1068	17895	17893	-2	multiple sclerosis	HLA-DQB1
6	32635230	www.ncbi.nlm.nih.gov/pubmed/20453840	Variants within the immunoregulatory CBLB gene are associated with multiple sclerosis.	multiple sclerosis	Multiple sclerosis	18774	DQB1_301	HC151	-0.3607215	1.58E-07	0.0554979	-0.3075574	0.000860538	0.0619868	-1.1084064	0.022549729	0.2520636	18501	18499	-2	multiple sclerosis	HLA-DQB1
6	32635230	www.ncbi.nlm.nih.gov/pubmed/20453840	Variants within the immunoregulatory CBLB gene are associated with multiple sclerosis.	multiple sclerosis	Multiple sclerosis	19044	DQB1_302	HC151	-0.3644925	0.000323443	0.0705795	-0.3542815	0.003056425	0.0756386	-0.8564767	1	0.3791505	18608	18609	1	multiple sclerosis	HLA-DQB1
6	32697643	www.ncbi.nlm.nih.gov/pubmed/20639881	Genome-wide association study of follicular lymphoma identifies a risk locus at 6p21.32.	non-hodgkins lymphoma	Follicular lymphoma	4382	DQB1_201	cancer1053	0.22534	0.004295461	0.048954	0.124058	1	0.060354	0.745175	5.09E-05	0.130695	18038	18031	-7	non-hodgkins lymphoma	HLA-DQB1
6	32697643	www.ncbi.nlm.nih.gov/pubmed/20639881	Genome-wide association study of follicular lymphoma identifies a risk locus at 6p21.32.	non-hodgkins lymphoma	Follicular lymphoma	40832	DQB1_501	cancer1053	0.249537	0.002278209	0.052569	0.220558	0.226835585	0.061847	0.621946	0.265407572	0.168076	18077	18078	1	non-hodgkins lymphoma	HLA-DQB1
6	32696681	www.ncbi.nlm.nih.gov/pubmed/21533074	GWAS of follicular lymphoma reveals allelic heterogeneity at 6p21.32 and suggests shared genetic susceptibility with diffuse large B-cell lymphoma.	non-hodgkins lymphoma	Follicular lymphoma	4382	DQB1_201	cancer1053	0.22534	0.004295461	0.048954	0.124058	1	0.060354	0.745175	5.09E-05	0.130695	18038	18031	-7	non-hodgkins lymphoma	HLA-DQB1
6	32696681	www.ncbi.nlm.nih.gov/pubmed/21533074	GWAS of follicular lymphoma reveals allelic heterogeneity at 6p21.32 and suggests shared genetic susceptibility with diffuse large B-cell lymphoma.	non-hodgkins lymphoma	Follicular lymphoma	40832	DQB1_501	cancer1053	0.249537	0.002278209	0.052569	0.220558	0.226835585	0.061847	0.621946	0.265407572	0.168076	18077	18078	1	non-hodgkins lymphoma	HLA-DQB1
6	32700559	www.ncbi.nlm.nih.gov/pubmed/23349640	Susceptibility loci associated with specific and shared subtypes of lymphoid malignancies.	non-hodgkins lymphoma	Lymphoma	4382	DQB1_201	cancer1053	0.22534	0.004295461	0.048954	0.124058	1	0.060354	0.745175	5.09E-05	0.130695	18038	18031	-7	non-hodgkins lymphoma	HLA-DQB1
6	32700559	www.ncbi.nlm.nih.gov/pubmed/23349640	Susceptibility loci associated with specific and shared subtypes of lymphoid malignancies.	non-hodgkins lymphoma	Lymphoma	40832	DQB1_501	cancer1053	0.249537	0.002278209	0.052569	0.220558	0.226835585	0.061847	0.621946	0.265407572	0.168076	18077	18078	1	non-hodgkins lymphoma	HLA-DQB1
6	32700323	www.ncbi.nlm.nih.gov/pubmed/23349640	Susceptibility loci associated with specific and shared subtypes of lymphoid malignancies.	non-hodgkins lymphoma	Lymphoma	4382	DQB1_201	cancer1053	0.22534	0.004295461	0.048954	0.124058	1	0.060354	0.745175	5.09E-05	0.130695	18038	18031	-7	non-hodgkins lymphoma	HLA-DQB1
6	32700323	www.ncbi.nlm.nih.gov/pubmed/23349640	Susceptibility loci associated with specific and shared subtypes of lymphoid malignancies.	non-hodgkins lymphoma	Lymphoma	40832	DQB1_501	cancer1053	0.249537	0.002278209	0.052569	0.220558	0.226835585	0.061847	0.621946	0.265407572	0.168076	18077	18078	1	non-hodgkins lymphoma	HLA-DQB1
6	31273332	www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	psoriatic arthropathy	Psoriatic arthritis	8868	C_501	HC91	-0.361196	0.013458738	0.083388	-0.384296	0.023458038	0.091402	-0.514979	1	0.355641	13077	13079	2	psoriatic arthropathy	HLA-C
6	31273332	www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	psoriatic arthropathy	Psoriatic arthritis	11028	C_602	HC91	0.88818	1.96E-48	0.058243	1.0372	6.92E-13	0.068421	1.062247	0.031466693	0.246708	12906	12891	-15	psoriatic arthropathy	HLA-C
6	31273332	www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	psoriatic arthropathy	Psoriatic arthritis	22908	C_102	HC91	0.51495	0.000369135	0.100195	0.555231	0.000139653	0.104128	-0.047898	1	1.001747	13077	13077	0	psoriatic arthropathy	HLA-C
6	31273332	www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	psoriatic arthropathy	Psoriatic arthritis	37218	C_1601	HC91	-0.585868	0.047582953	0.146336	-0.603707	0.052115964	0.151266	-0.655931	1	1.001345	13080	13082	2	psoriatic arthropathy	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	8868	C_501	HC91	-0.361196	0.013458738	0.083388	-0.384296	0.023458038	0.091402	-0.514979	1	0.355641	13077	13079	2	psoriatic arthropathy	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	11028	C_602	HC91	0.88818	1.96E-48	0.058243	1.0372	6.92E-13	0.068421	1.062247	0.031466693	0.246708	12906	12891	-15	psoriatic arthropathy	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	22908	C_102	HC91	0.51495	0.000369135	0.100195	0.555231	0.000139653	0.104128	-0.047898	1	1.001747	13077	13077	0	psoriatic arthropathy	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	37218	C_1601	HC91	-0.585868	0.047582953	0.146336	-0.603707	0.052115964	0.151266	-0.655931	1	1.001345	13080	13082	2	psoriatic arthropathy	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	8328	B_2705	HC91	0.749458	9.96E-15	0.085938	0.760223	6.92E-13	0.092381	1.371273	1	0.450957	12949	12951	2	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	12108	B_4403	HC91	-0.525327	0.021317237	0.124506	-0.585782	0.009662976	0.132476	-0.108993	1	0.579119	13063	13063	0	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	12378	B_4402	HC91	-0.362738	0.015488433	0.084446	-0.425101	0.005861715	0.093676	-0.230865	1	0.318575	13046	13045	-1	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	18318	B_1302	HC91	0.718299	3.00E-06	0.119275	0.707787	2.56E-05	0.125343	1.630304	1	0.712932	13069	13070	1	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	22098	B_5701	HC91	1.062579	3.56E-41	0.075331	1.126483	6.92E-13	0.081581	1.408257	1	0.450962	12923	12921	-2	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	36678	B_702	HC91	-0.34588	0.002704342	0.073453	-0.28202	0.26682004	0.0802	-1.32815	0.981596532	0.40996	13047	13045	-2	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/26626624	Genome-wide Association Analysis of Psoriatic Arthritis and Cutaneous Psoriasis Reveals Differences in Their Genetic Architecture.	psoriatic arthropathy	Psoriatic arthritis	46398	B_3901	HC91	1.098412	8.61E-07	0.176391	1.116644	6.75E-07	0.177958	-7.670392	1	154.37444	12945	12946	1	psoriatic arthropathy	HLA-B
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	5063	C_304	HC38	-0.2702867	1.61E-07	0.041682	-0.2956388	9.04E-08	0.0448085	-0.2371198	1	0.197959	52335	52334	-1	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	8843	C_501	HC38	-0.2398436	8.49E-09	0.0345646	-0.2343096	1.11E-06	0.0378508	-0.5297667	0.720083009	0.1577051	52414	52416	2	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	11003	C_602	HC38	1.2203403	0	0.02391	1.4076489	6.92E-13	0.029173	1.8137947	1.54E-12	0.0844922	50299	50174	-125	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	24503	C_401	HC38	-0.197934	0.00067135	0.0394718	-0.2201583	0.000335832	0.0427132	-0.156397	1	0.1814932	52447	52447	0	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	37193	C_1601	HC38	-0.3921098	3.22E-08	0.0581023	-0.3805577	3.36E-07	0.0595844	-1.2287677	1	0.5782306	52437	52438	1	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	43403	C_701	HC38	-0.2467424	1.86E-14	0.028473	-0.2407036	6.51E-10	0.0328616	-0.5237989	0.000669995	0.1008968	52353	52355	2	psoriasis	HLA-C
6	31285148	www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	psoriasis	Psoriasis	43673	C_702	HC38	-0.2860092	2.11E-17	0.0303814	-0.2942673	6.92E-13	0.0344701	-0.5229456	0.008744247	0.1128572	52303	52305	2	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	5063	C_304	HC38	-0.2702867	1.61E-07	0.041682	-0.2956388	9.04E-08	0.0448085	-0.2371198	1	0.197959	52335	52334	-1	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	8843	C_501	HC38	-0.2398436	8.49E-09	0.0345646	-0.2343096	1.11E-06	0.0378508	-0.5297667	0.720083009	0.1577051	52414	52416	2	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	11003	C_602	HC38	1.2203403	0	0.02391	1.4076489	6.92E-13	0.029173	1.8137947	1.54E-12	0.0844922	50299	50174	-125	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	24503	C_401	HC38	-0.197934	0.00067135	0.0394718	-0.2201583	0.000335832	0.0427132	-0.156397	1	0.1814932	52447	52447	0	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	37193	C_1601	HC38	-0.3921098	3.22E-08	0.0581023	-0.3805577	3.36E-07	0.0595844	-1.2287677	1	0.5782306	52437	52438	1	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	43403	C_701	HC38	-0.2467424	1.86E-14	0.028473	-0.2407036	6.51E-10	0.0328616	-0.5237989	0.000669995	0.1008968	52353	52355	2	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/20953190	A genome-wide association study identifies new psoriasis susceptibility loci and an interaction between HLA-C and ERAP1.	psoriasis	Psoriasis	43673	C_702	HC38	-0.2860092	2.11E-17	0.0303814	-0.2942673	6.92E-13	0.0344701	-0.5229456	0.008744247	0.1128572	52303	52305	2	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/18369459	A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.	psoriasis	Psoriasis	5063	C_304	HC38	-0.2702867	1.61E-07	0.041682	-0.2956388	9.04E-08	0.0448085	-0.2371198	1	0.197959	52335	52334	-1	psoriasis	HLA-C
6	31306778	www.ncbi.nlm.nih.gov/pubmed/18369459	A genome-wide association study of psoriasis and psoriatic arthritis identifies new disease loci.	psoriasis	Psoriasis	8843	C_501	HC38	-0.2398436	8.49E-09	0.0345646	-0.2343096	1.11E-06	0.0378508	-0.5297667	0.720083009	0.1577051	52414	52416	2	psoriasis	HLA-C
